Farmer_Message,Advisor_Reply,Crop,Problem_Type,Language,Location,Season,Urgency_Level,Sentiment,Advisor_Type,Product_Recommended,Cost_Estimate,Follow_Up_Required,Message_Length,Intent_Tag,Timestamp
वायंगें चें पीक पोषक द्रव्यांचो अभाव कारणान खराब जाला।,निंबोळी तेल ची फवारणी कर।,Brinjal,Nutrient,Konkani,Uttarakhand,Winter,High,Neutral,Private,Neem Oil,1856,No,9,ask_advice,17/09/2024 03:20
मेरे बाजरा को पानी की कमी ने नुकसान कर दिया है।,ड्रिप किट का उपयोग करो।,Millets,Water,Haryanvi,Arunachal Pradesh,Monsoon,High,Hopeful,Human,Drip Kit,3344,No,11,ask_advice,25/01/2024 00:10
म्हारा दाल ने उपकरण री समस्या से नुकसान भयो है।,खाद को उपयोग करो।,Pulses,Equipment,Rajasthani,Arunachal Pradesh,Monsoon,Medium,Worried,Human,Fertilizer,238,No,10,ask_advice,29/03/2024 21:19
ਮੇਰੀ ਸੇਬ ਨੂੰ ਮੌਸਮ ਦੀ ਸਮੱਸਿਆ ਨੇ ਨੁਕਸਾਨ ਪਹੁੰਚਾਇਆ ਹੈ।,ਨੀਮ ਦਾ ਤੇਲ ਦਾ ਛਿੜਕਾਅ ਕਰੋ।,Apple,Weather,Punjabi,Manipur,Rabi,Low,Neutral,Human,Neem Oil,2233,Yes,10,ask_advice,31/08/2024 05:54
हमार टमाटर के रोग से नुकसान भइल बा।,कउनो नइखे के छिड़काव करीं।,Tomato,Disease,Bhojpuri,Sikkim,Kharif,Low,Worried,Govt_Expert,None,0,Yes,8,ask_advice,25/06/2024 19:42
ನನ್ನ ಅಕ್ಕಿ ಗೆ ಕೀಟಗಳು ನಷ್ಟವನ್ನುಂಟುಮಾಡಿದೆ.,ಗೊಬ್ಬರ ಸಿಂಪಡಿಸಿ.,Rice,Pest,Kannada,Haryana,Zaid,Medium,Hopeful,NGO,Fertilizer,3511,Yes,20,ask_advice,22/10/2024 04:17
हमार चाय के पानी के कमी से नुकसान भइल बा।,माटी के जाँच करीं आ कीटनाशक लगाईं।,Tea,Water,Bhojpuri,Manipur,Zaid,Low,Hopeful,AI,Pesticide,1976,Yes,10,ask_advice,05/11/2024 03:18
माझ्या केळी मध्ये रोग आहेत.,सिंचन पंप वापरा.,Banana,Disease,Marathi,Uttarakhand,Rabi,Medium,Angry,Human,Irrigation Pump,3780,No,5,ask_advice,17/06/2024 10:37
हमार आम में मौसम के समस्या हो गइल बा।,माटी के जाँच करीं आ सिंचाई पंप लगाईं।,Mango,Weather,Bhojpuri,Goa,Zaid,Medium,Worried,Private,Irrigation Pump,313,Yes,9,ask_advice,27/01/2025 12:51
మా పత్తి కి మార్కెట్ సమస్య నష్టం కలిగింది.,పురుగుమందు వాడండి.,Cotton,Market,Telugu,Arunachal Pradesh,Kharif,High,Angry,NGO,Pesticide,4337,Yes,21,ask_advice,10/09/2024 10:32
ᱟᱢᱟᱜ ᱫᱟᱞ ᱨᱮ ᱵᱟᱹᱨᱩᱜ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱵᱟᱨᱮ ᱧᱮᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱟᱨ ᱱᱤᱢ ᱛᱮᱞ ᱞᱟᱜᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ।,Pulses,Disease,Santhali,Odisha,Summer,Medium,Frustrated,Private,Neem Oil,4893,No,5,ask_advice,27/05/2024 21:46
ডাল শস্য মৌজমগী সমস্যা গী কারণদা নষ্ট ওইরে।,কোনো নৌ স্প্রে কৰবা।,Pulses,Weather,Manipuri,Andhra Pradesh,Monsoon,High,Frustrated,NGO,None,0,Yes,8,ask_advice,01/03/2025 18:38
పప్పు పంట పోషకాహార లోపం వల్ల దెబ్బతింది.,నేలను పరీక్షించి ఫంగిసైడ్ వాడండి.,Pulses,Nutrient,Telugu,Karnataka,Rabi,High,Worried,Govt_Expert,Fungicide,3211,No,20,ask_advice,12/08/2024 14:44
আলু শস্য পুষ্টিগী অভাৱ গী কারণদা নষ্ট ওইরে।,মাটি পৰীক্ষা কৰি কীটনাশক প্রয়োগ কৰবা।,Potato,Nutrient,Manipuri,Arunachal Pradesh,Winter,Medium,Neutral,NGO,Pesticide,1374,No,8,ask_advice,21/02/2024 04:37
মোৰ ডাল ত পুষ্টিৰ অভাৱ হৈছে।,মাটি পৰীক্ষা কৰক আৰু একো নাই প্ৰয়োগ কৰক।,Pulses,Nutrient,Assamese,Bihar,Kharif,Low,Hopeful,NGO,None,0,Yes,6,ask_advice,16/09/2024 23:16
எனது பருத்தி இல் பூச்சிகள் உள்ளன.,மண்ணை சோதித்து உரம் பயன்படுத்தவும்.,Cotton,Pest,Tamil,Rajasthan,Rabi,Low,Angry,Govt_Expert,Fertilizer,3020,No,16,ask_advice,07/02/2025 20:41
ঐগী বেগুন দা বজাৰগী সমস্যা গী আক্রমণ ওইরে।,চাৰ শিজিন্নবা।,Brinjal,Market,Manipuri,Madhya Pradesh,Winter,High,Hopeful,AI,Fertilizer,1298,No,8,ask_advice,27/10/2024 13:39
মোৰ ধান ত ৰোগ হৈছে।,ফাংগিচাইড স্প্ৰে কৰক।,Rice,Disease,Assamese,Tripura,Zaid,Medium,Hopeful,NGO,Fungicide,1459,No,5,ask_advice,21/04/2025 07:41
എന്റെ ഗോതമ്പ് ൽ രോഗം ഉണ്ട്.,മണ്ണ് പരിശോധിച്ച് നനവ് പമ്പ് പ്രയോഗിക്കുക.,Wheat,Disease,Malayalam,Karnataka,Rabi,High,Worried,NGO,Irrigation Pump,4077,Yes,13,ask_advice,31/01/2025 13:38
हमार आम के पानी के कमी से नुकसान भइल बा।,माटी के जाँच करीं आ सिंचाई पंप लगाईं।,Mango,Water,Bhojpuri,Arunachal Pradesh,Zaid,Low,Neutral,Govt_Expert,Irrigation Pump,2013,Yes,10,ask_advice,22/03/2025 08:24
गहू चें पीक बाजार समस्या कारणान खराब जाला।,माती तपासून सिंचन पंप लाय।,Wheat,Market,Konkani,Maharashtra,Monsoon,High,Neutral,Private,Irrigation Pump,848,No,8,ask_advice,12/08/2024 00:00
ᱟᱢᱟᱜ ᱯᱤᱭᱟᱡ ᱨᱮ ᱠᱤᱲᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱥᱟᱨ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Onion,Pest,Santhali,Gujarat,Summer,High,Frustrated,Govt_Expert,Fertilizer,3900,No,7,ask_advice,21/12/2024 03:48
आलू की फसल पानी की कमी की वजह से खराब हो रही है।,कीटनाशक का उपयोग करो।,Potato,Water,Haryanvi,Gujarat,Monsoon,Medium,Hopeful,Private,Pesticide,1780,Yes,13,ask_advice,05/12/2024 11:11
चाय की फसल रोग की वजह से खराब हो रही है।,मिट्टी की जांच करो और सिंचाई पंप लगाओ।,Tea,Disease,Haryanvi,Manipur,Rabi,Low,Neutral,NGO,Irrigation Pump,3152,Yes,11,ask_advice,27/03/2024 05:31
మా ఉల్లిపాయ కి నీటి కొరత నష్టం కలిగింది.,పురుగుమందు వాడండి.,Onion,Water,Telugu,Himachal Pradesh,Rabi,Medium,Worried,Human,Pesticide,1925,No,20,ask_advice,06/11/2024 21:40
અમારા મસાલા માં જંતુઓ થયા છે.,જમીનનું પરીક્ષણ કરો અને ખાતર લગાવો.,Spices,Pest,Gujarati,Maharashtra,Zaid,High,Worried,NGO,Fertilizer,2637,No,6,ask_advice,18/03/2025 02:29
ನನ್ನ ಸೇಬು ಗೆ ಮಾರುಕಟ್ಟೆ ಸಮಸ್ಯೆ ನಷ್ಟವನ್ನುಂಟುಮಾಡಿದೆ.,ಮಣ್ಣನ್ನು ಪರೀಕ್ಷಿಸಿ ಮತ್ತು ಕೀಟನಾಶಕ ಹಾಕಿ.,Apple,Market,Kannada,Bihar,Summer,Medium,Worried,Human,Pesticide,3821,Yes,24,ask_advice,03/09/2024 15:13
మా పత్తి కి మార్కెట్ సమస్య నష్టం కలిగింది.,పురుగుమందు స్ప్రే చేయండి.,Cotton,Market,Telugu,Nagaland,Monsoon,High,Neutral,Private,Pesticide,3020,Yes,21,ask_advice,26/04/2025 15:43
मेरे कॉफी को बाजार की समस्या ने नुकसान पहुंचाया है।,मिट्टी की जांच करें और उर्वरक लगाएं।,Coffee,Market,Hindi,Mizoram,Summer,High,Hopeful,Private,Fertilizer,3703,No,10,ask_advice,24/03/2024 21:10
গম শস্য পানীৰ অভাৱৰ কাৰণে নষ্ট হৈছে।,মাটি পৰীক্ষা কৰক আৰু চিঞ্চন পাম্প প্ৰয়োগ কৰক।,Wheat,Water,Assamese,Maharashtra,Rabi,High,Neutral,NGO,Irrigation Pump,4936,No,7,ask_advice,24/01/2025 02:56
ঐগী আম দা মৌজমগী সমস্যা গী আক্রমণ ওইরে।,চাৰ স্প্রে কৰবা।,Mango,Weather,Manipuri,Assam,Kharif,High,Hopeful,Govt_Expert,Fertilizer,2546,Yes,8,ask_advice,08/06/2024 00:03
ମୋ ମାଣ୍ଡିଆ ରେ ବଜାର ସମସ୍ୟା ହୋଇଛି।,କିଛି ନାହିଁ ସ୍ପ୍ରେ କରନ୍ତୁ।,Ragi,Market,Odia,Gujarat,Monsoon,Medium,Worried,Govt_Expert,None,0,No,6,ask_advice,12/05/2024 19:15
আমার কফি এ জলের অভাব এর আক্রমণ হয়েছে।,ফাঙ্গিসাইড স্প্রে করুন।,Coffee,Water,Bengali,Uttarakhand,Summer,Medium,Hopeful,AI,Fungicide,1648,Yes,8,ask_advice,08/06/2024 04:01
मेरे दाल में कीड़े हो गए हैं।,ड्रिप किट का छिड़काव करो।,Pulses,Pest,Haryanvi,Sikkim,Summer,Medium,Hopeful,Private,Drip Kit,1491,Yes,7,ask_advice,04/05/2025 02:53
എന്റെ വഴുതന ൽ ഉപകരണ പ്രശ്നം ഉണ്ട്.,മണ്ണ് പരിശോധിച്ച് ഫംഗിസൈഡ് പ്രയോഗിക്കുക.,Brinjal,Equipment,Malayalam,West Bengal,Winter,Low,Frustrated,Private,Fungicide,4171,No,17,ask_advice,05/03/2024 16:59
எனது கேழ்வரகு இல் சந்தை பிரச்சனை உள்ளன.,எதுவுமில்லை பயன்படுத்தவும்.,Ragi,Market,Tamil,Tamil Nadu,Kharif,High,Frustrated,NGO,None,0,Yes,19,ask_advice,02/09/2024 20:53
हमार बाजरा में बाजार के समस्या हो गइल बा।,खाद के छिड़काव करीं।,Millets,Market,Bhojpuri,Sikkim,Zaid,High,Neutral,Govt_Expert,Fertilizer,2680,No,9,ask_advice,22/03/2025 21:54
सेब के फसल पोषक तत्व के अभाव के कारण खराब हो रहल अछि।,फफूंदनाशक के उपयोग करू।,Apple,Nutrient,Maithili,Mizoram,Zaid,High,Frustrated,AI,Fungicide,100,Yes,13,ask_advice,25/03/2024 20:12
எனது பருத்தி இல் சந்தை பிரச்சனை உள்ளன.,மண்ணை சோதித்து நீர்ப்பாசன பம்பு பயன்படுத்தவும்.,Cotton,Market,Tamil,Nagaland,Rabi,Medium,Frustrated,AI,Irrigation Pump,3073,No,19,ask_advice,27/11/2024 09:27
ಗುಂಡುಬದನೆ ಬೆಳೆ ವಾತಾವರಣ ಸಮಸ್ಯೆ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ಒಂಜಿಯು ಇಜ್ಜಿ ಬಳಕೆ ಮಲ್ಪುಲೆ।,Brinjal,Weather,Tulu,Tamil Nadu,Monsoon,Low,Frustrated,Govt_Expert,None,0,Yes,7,ask_advice,04/07/2024 11:26
మా అరటి కి వ్యాధి నష్టం కలిగింది.,నీటిపారుదల పంపు స్ప్రే చేయండి.,Banana,Disease,Telugu,Jharkhand,Zaid,High,Neutral,Private,Irrigation Pump,4510,No,16,ask_advice,28/02/2025 16:13
म्हारा बैंगन ने मौसम री समस्या से नुकसान भयो है।,फफूंदनाशक रो छिड़काव करो।,Brinjal,Weather,Rajasthani,Sikkim,Summer,High,Worried,Govt_Expert,Fungicide,851,No,10,ask_advice,15/03/2024 12:15
सेब के फसल रोग के कारण खराब हो रहल अछि।,नीम तेल के उपयोग करू।,Apple,Disease,Maithili,Andhra Pradesh,Rabi,Medium,Neutral,Human,Neem Oil,1450,No,10,ask_advice,01/01/2024 18:44
ᱟᱢᱟᱜ ᱠᱚᱯᱷᱤ ᱨᱮ ᱯᱩᱥᱛᱤ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱵᱟᱨᱮ ᱧᱮᱞ ᱢᱮᱱᱟᱜᱼᱟ ᱟᱨ ᱱᱤᱢ ᱛᱮᱞ ᱞᱟᱜᱟᱣ ᱢᱮᱱᱟᱜᱼᱟ।,Coffee,Nutrient,Santhali,Odisha,Monsoon,Low,Worried,Govt_Expert,Neem Oil,3032,No,8,ask_advice,01/04/2024 08:05
माझ्या ऊस ला बाजार समस्या ने नुकसान केले आहे.,सिंचन पंप ची फवारणी करा.,Sugarcane,Market,Marathi,Telangana,Summer,Low,Neutral,NGO,Irrigation Pump,2508,No,9,ask_advice,09/01/2025 12:31
हमर गन्ना मे बाजार के समस्या भ गेल अछि।,नीम तेल के छिड़काव करू।,Sugarcane,Market,Maithili,Rajasthan,Rabi,Low,Worried,Private,Neem Oil,536,No,9,ask_advice,21/04/2025 19:22
మా చెరకు లో వాతావరణ సమస్య సమస్య ఉంది.,ఏమీ లేదు వాడండి.,Sugarcane,Weather,Telugu,Punjab,Winter,Medium,Angry,Human,None,0,Yes,18,ask_advice,09/12/2024 18:18
ᱟᱢᱟᱜ ᱠᱮᱨᱟ ᱨᱮ ᱠᱤᱲᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱫᱟᱜ ᱥᱤᱛᱮᱢ ᱠᱤᱛ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Banana,Pest,Santhali,Goa,Summer,Medium,Hopeful,Govt_Expert,Drip Kit,2687,No,5,ask_advice,09/08/2024 06:31
हमार केला में मौसम के समस्या हो गइल बा।,कीटनाशक के उपयोग करीं।,Banana,Weather,Bhojpuri,Haryana,Rabi,High,Frustrated,NGO,Pesticide,1474,No,9,ask_advice,18/07/2024 02:17
हमर पियाज के रोग से नुकसान भ गेल अछि।,कीटनाशक के छिड़काव करू।,Onion,Disease,Maithili,Tripura,Monsoon,High,Frustrated,AI,Pesticide,2482,Yes,9,ask_advice,07/04/2025 21:01
मेरे चाय में बाजार की समस्या हो गए हैं।,मिट्टी की जांच करें और कोई नहीं लगाएं।,Tea,Market,Hindi,Himachal Pradesh,Summer,Medium,Frustrated,Human,None,0,No,9,ask_advice,27/04/2024 16:45
बैंगन की फसल मौसम की समस्या से खराब हो रही है।,मिट्टी की जांच करें और उर्वरक लगाएं।,Brinjal,Weather,Hindi,Manipur,Rabi,Low,Hopeful,Govt_Expert,Fertilizer,1156,Yes,11,ask_advice,05/07/2024 02:23
ᱜᱟᱱᱟ ᱨᱮᱫᱚ ᱢᱟᱹᱣᱥᱟᱢ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱫᱟᱜ ᱯᱟᱢᱯ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Sugarcane,Weather,Santhali,Madhya Pradesh,Kharif,Medium,Neutral,Private,Irrigation Pump,1039,No,7,ask_advice,27/08/2024 12:17
ঐগী চা দা বজাৰগী সমস্যা গী আক্রমণ ওইরে।,মাটি পৰীক্ষা কৰি ফাংগিচাইড প্রয়োগ কৰবা।,Tea,Market,Manipuri,Odisha,Winter,High,Neutral,AI,Fungicide,1858,Yes,8,ask_advice,27/08/2024 23:07
کیلا دی فصل بازار دی پریشانی کی وجہ سی خراب ہو رہی ہے۔,ایریگیشن پمپ استیمال کرو۔,Banana,Market,Kashmiri,Haryana,Summer,Low,Worried,AI,Irrigation Pump,2624,Yes,13,ask_advice,17/07/2024 04:26
हमर रागी मे कीड़ा भ गेल अछि।,माटी के जाँच करू आ नीम तेल लगाऊ।,Ragi,Pest,Maithili,Madhya Pradesh,Rabi,Low,Neutral,Govt_Expert,Neem Oil,1700,No,7,ask_advice,09/08/2024 02:44
آم دی فصل بیماری کی وجہ سی خراب ہو رہی ہے۔,مٹی دی جانچ کرو تے کھاد لاو۔,Mango,Disease,Kashmiri,Chhattisgarh,Winter,Medium,Worried,NGO,Fertilizer,868,No,11,ask_advice,20/02/2025 16:58
ᱟᱢᱟᱜ ᱜᱟᱱᱟ ᱨᱮ ᱵᱟᱹᱨᱩᱜ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱫᱟᱜ ᱯᱟᱢᱯ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Sugarcane,Disease,Santhali,Assam,Zaid,Medium,Neutral,Human,Irrigation Pump,404,No,7,ask_advice,06/03/2025 11:09
म्हज्या गहू आक रोग नुकसान जालें।,सिंचन पंप वापर।,Wheat,Disease,Konkani,Uttarakhand,Zaid,High,Neutral,Private,Irrigation Pump,4501,Yes,6,ask_advice,02/04/2025 17:03
ᱟᱢᱟᱜ ᱠᱚᱯᱷᱤ ᱨᱮ ᱵᱟᱡᱟᱨ ᱵᱟᱹᱜᱟᱱᱟ ᱫᱟᱹᱭᱠᱟᱛᱮ ᱵᱷᱟᱹᱜᱟᱭ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱱᱤᱢ ᱛᱮᱞ ᱥᱤᱢᱯᱟᱹᱲᱤ ᱢᱮᱱᱟᱜᱼᱟ।,Coffee,Market,Santhali,Tamil Nadu,Kharif,High,Hopeful,NGO,Neem Oil,3169,No,8,ask_advice,08/03/2024 16:46
منہ پیاز کو کیڑہ نی نقصان کرو۔,کہین نہ دا چھڑکاو کرو۔,Onion,Pest,Kashmiri,Maharashtra,Summer,Medium,Hopeful,NGO,None,0,No,7,ask_advice,12/08/2024 21:05
ನನ್ನ ಆಲೂಗಡ್ಡೆ ಗೆ ರೋಗ ಆಗಿವೆ.,ನೀಮ್ ಎಣ್ಣೆ ಬಳಸಿ.,Potato,Disease,Kannada,Punjab,Rabi,High,Worried,Private,Neem Oil,3207,Yes,13,ask_advice,30/12/2024 17:28
ਮੇਰੀ ਸੇਬ ਦੀ ਫਸਲ ਵਿੱਚ ਕੀੜੇ ਹਨ।,ਮਿੱਟੀ ਦੀ ਜਾਂਚ ਕਰੋ ਅਤੇ ਡ੍ਰਿਪ ਇਰੀਗੇਸ਼ਨ ਕਿੱਟ ਲਗਾਓ।,Apple,Pest,Punjabi,Haryana,Zaid,High,Frustrated,Private,Drip Kit,1400,No,7,ask_advice,25/06/2024 20:40
मेरे आलू को रोग ने नुकसान कर दिया है।,मिट्टी की जांच करो और फफूंदनाशक लगाओ।,Potato,Disease,Haryanvi,Rajasthan,Monsoon,Low,Frustrated,Private,Fungicide,3236,Yes,9,ask_advice,22/09/2024 00:50
मेरे टमाटर में कीड़े हो गए हैं।,मिट्टी की जांच करें और नीम तेल लगाएं।,Tomato,Pest,Hindi,Telangana,Rabi,Low,Hopeful,NGO,Neem Oil,3161,No,7,ask_advice,08/05/2024 23:55
म्हज्या च्या आक हवामान समस्या नुकसान जालें।,सिंचन पंप ची फवारणी कर।,Tea,Weather,Konkani,Rajasthan,Monsoon,Medium,Frustrated,NGO,Irrigation Pump,3869,No,7,ask_advice,02/01/2025 21:06
हमर गन्ना के बाजार के समस्या से नुकसान भ गेल अछि।,माटी के जाँच करू आ फफूंदनाशक लगाऊ।,Sugarcane,Market,Maithili,Karnataka,Rabi,High,Frustrated,AI,Fungicide,1748,Yes,11,ask_advice,16/10/2024 10:51
പയർ വിള വെള്ളത്തിന്റെ കുറവ് മൂലം നശിക്കുന്നു.,കീടനാശിനി ഉപയോഗിക്കുക.,Pulses,Water,Malayalam,Mizoram,Winter,Medium,Angry,NGO,Pesticide,3224,Yes,22,ask_advice,01/01/2024 05:18
मेरे आम को पानी की कमी ने नुकसान कर दिया है।,ड्रिप किट का छिड़काव करो।,Mango,Water,Haryanvi,Kerala,Summer,Medium,Hopeful,AI,Drip Kit,4075,Yes,11,ask_advice,15/02/2024 16:06
म्हज्या नाचणी आंत हवामान समस्या जालां।,कांय ना ची फवारणी कर।,Ragi,Weather,Konkani,Tripura,Kharif,Low,Hopeful,Private,None,0,No,6,ask_advice,26/02/2025 18:22
ମୋ ଆଳୁ କୁ ପାଗ ସମସ୍ୟା ଦ୍ୱାରା କ୍ଷତି ହେଉଛି।,ମାଟି ପରୀକ୍ଷା କରନ୍ତୁ ଏବଂ କୀଟନାଶକ ଲଗାନ୍ତୁ।,Potato,Weather,Odia,Rajasthan,Rabi,High,Neutral,AI,Pesticide,4854,No,8,ask_advice,31/07/2024 08:39
हमार गेहूं में रोग हो गइल बा।,नीम तेल के छिड़काव करीं।,Wheat,Disease,Bhojpuri,Nagaland,Kharif,High,Frustrated,Govt_Expert,Neem Oil,1693,No,7,ask_advice,02/06/2024 03:30
எனது பருத்தி இல் நோய் உள்ளன.,உரம் பயன்படுத்தவும்.,Cotton,Disease,Tamil,West Bengal,Winter,High,Hopeful,AI,Fertilizer,1840,No,14,ask_advice,24/03/2024 18:13
गन्ना के फसल रोग के कारण खराब हो रहल बा।,सिंचाई पंप के छिड़काव करीं।,Sugarcane,Disease,Bhojpuri,Nagaland,Rabi,High,Worried,Private,Irrigation Pump,647,Yes,10,ask_advice,31/10/2024 21:12
અમારા સફરજન માં રોગ થયા છે.,સિંચાઈ પંપ નો છંટકાવ કરો.,Apple,Disease,Gujarati,Sikkim,Monsoon,High,Worried,AI,Irrigation Pump,2397,No,6,ask_advice,08/04/2025 14:12
ಊರಗಡ್ಡೆ ಬೆಳೆ ವಾತಾವರಣ ಸಮಸ್ಯೆ ದ ಕಾರಣೊರ್ದು ಹಾಳಾತ್ಂಡ್.,ನೀರಾವರಿ ಪಂಪ್ ಬಳಕೆ ಮಲ್ಪುಲೆ।,Potato,Weather,Tulu,Manipur,Monsoon,High,Frustrated,AI,Irrigation Pump,1085,Yes,7,ask_advice,01/06/2024 03:29
म्हारा चाय ने उपकरण री समस्या से नुकसान भयो है।,ड्रिप किट रो छिड़काव करो।,Tea,Equipment,Rajasthani,Mizoram,Winter,High,Worried,Human,Drip Kit,3320,Yes,10,ask_advice,29/01/2025 09:00
म्हज्या आंबो आक उपकरण समस्या नुकसान जालें।,कांय ना वापर।,Mango,Equipment,Konkani,Nagaland,Monsoon,High,Angry,NGO,None,0,Yes,7,ask_advice,13/04/2024 11:49
എന്റെ മാമ്പഴം ൽ കീടങ്ങൾ ഉണ്ട്.,മണ്ണ് പരിശോധിച്ച് വളം പ്രയോഗിക്കുക.,Mango,Pest,Malayalam,Odisha,Kharif,Medium,Frustrated,NGO,Fertilizer,1956,No,15,ask_advice,31/01/2024 01:33
हमार कॉफी के मौसम के समस्या से नुकसान भइल बा।,ड्रिप किट के उपयोग करीं।,Coffee,Weather,Bhojpuri,Jharkhand,Monsoon,High,Worried,AI,Drip Kit,4686,Yes,10,ask_advice,19/06/2024 19:52
ನನ್ನ ಈರುಳ್ಳಿ ಗೆ ರೋಗ ಆಗಿವೆ.,ಕೀಟನಾಶಕ ಬಳಸಿ.,Onion,Disease,Kannada,Uttar Pradesh,Rabi,Medium,Angry,Govt_Expert,Pesticide,1475,Yes,13,ask_advice,16/11/2024 04:38
منہ آلو کو بیماری نی نقصان کرو۔,مٹی دی جانچ کرو تے ڈرپ ایریگیشن کٹ لاو۔,Potato,Disease,Kashmiri,Bihar,Summer,Low,Worried,Human,Drip Kit,683,No,7,ask_advice,19/02/2024 14:30
ᱟᱢᱟᱜ ᱠᱟᱯᱟᱥ ᱨᱮ ᱠᱤᱲᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱱᱤᱢ ᱛᱮᱞ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Cotton,Pest,Santhali,Bihar,Kharif,Medium,Worried,NGO,Neem Oil,305,Yes,5,ask_advice,09/12/2024 05:45
ᱟᱢᱟᱜ ᱪᱟ ᱨᱮ ᱫᱟᱜ ᱵᱟᱹᱜᱟᱱᱟ ᱦᱩᱭᱟᱠᱟᱱᱟ।,ᱥᱟᱨ ᱵᱮᱵᱷᱟᱨ ᱢᱮᱱᱟᱜᱼᱟ।,Tea,Water,Santhali,Haryana,Kharif,Low,Hopeful,Human,Fertilizer,2586,No,6,ask_advice,26/10/2024 05:46
અમારા શેરડી માં પાણીની અછત થયા છે.,જમીનનું પરીક્ષણ કરો અને ફૂગનાશક લગાવો.,Sugarcane,Water,Gujarati,Uttar Pradesh,Monsoon,Medium,Frustrated,Human,Fungicide,1725,Yes,7,ask_advice,19/06/2024 19:29
ರಾಗಿ ಬೆಳೆ ನೀರಿನ ಕೊರತೆ ಕಾರಣದಿಂದ ಹಾಳಾಗುತ್ತಿದೆ.,ಶಿಲೀಂಧ್ರನಾಶಕ ಬಳಸಿ.,Ragi,Water,Kannada,Andhra Pradesh,Kharif,High,Neutral,AI,Fungicide,422,Yes,22,ask_advice,21/04/2024 01:49
আমার ডাল এ জলের অভাব হয়েছে।,মাটি পরীক্ষা করুন এবং ফাঙ্গিসাইড প্রয়োগ করুন।,Pulses,Water,Bengali,Haryana,Rabi,High,Worried,NGO,Fungicide,4563,Yes,6,ask_advice,09/07/2024 22:03
మా ఉల్లిపాయ లో నీటి కొరత సమస్య ఉంది.,ఎరువు స్ప్రే చేయండి.,Onion,Water,Telugu,Kerala,Monsoon,Low,Angry,Private,Fertilizer,4411,Yes,18,ask_advice,14/06/2024 19:51
എന്റെ പരുത്തി ൽ വിപണി പ്രശ്നം ഉണ്ട്.,ഒന്നുമില്ല ഉപയോഗിക്കുക.,Cotton,Market,Malayalam,West Bengal,Winter,High,Hopeful,AI,None,0,Yes,18,ask_advice,02/03/2024 15:31
کافی دی فصل بیماری کی وجہ سی خراب ہو رہی ہے۔,ففوندناشک استیمال کرو۔,Coffee,Disease,Kashmiri,Telangana,Zaid,Low,Neutral,Private,Fungicide,1128,Yes,11,ask_advice,30/08/2024 21:27
গম শস্য উপকৰণগী সমস্যা গী কারণদা নষ্ট ওইরে।,কোনো নৌ শিজিন্নবা।,Wheat,Equipment,Manipuri,Maharashtra,Kharif,Medium,Neutral,NGO,None,0,No,8,ask_advice,22/09/2024 23:34
आलू के फसल रोग के कारण खराब हो रहल बा।,सिंचाई पंप के छिड़काव करीं।,Potato,Disease,Bhojpuri,Tamil Nadu,Winter,High,Worried,AI,Irrigation Pump,585,No,10,ask_advice,15/04/2024 21:58
म्हारा कपास ने रोग से नुकसान भयो है।,फफूंदनाशक को उपयोग करो।,Cotton,Disease,Rajasthani,Andhra Pradesh,Summer,Low,Hopeful,Govt_Expert,Fungicide,3461,Yes,8,ask_advice,17/10/2024 06:19
